CountyID,DiseaseR,NO,NO2,NOx,O3,PM1
16072,8.7,473.0,615.0,451.0,6771.0,1188.0
16073,8.3,3000.0,2878.0,2668.0,3889.0,3993.0
3405,7.7,1854.0,1801.0,1708.0,4805.0,3346.0
16062,7.7,3780.0,3518.0,3125.0,3687.0,3920.0
16054,7.5,3865.5,3255.5,3413.5,7140.0,3025.5
3453,7.4,2483.0,2875.0,2709.0,4252.0,4492.0
3102,7.3,3455.0,3723.0,3575.0,3920.0,3782.0
6636,7.3,250.0,437.0,329.0,5789.0,2648.0
5124,7.2,6533.0,7307.0,7149.0,2961.0,5446.0
5116,7.2,6369.5,6209.5,6427.0,2819.0,5302.333333333333
5122,7.2,6378.5,6718.5,6572.5,3962.0,5579.5
16077,7.2,4297.0,4286.0,3857.0,3895.0,4056.0
3360,7.1,435.0,708.0,547.0,4666.0,2782.0
5970,7.1,391.0,572.0,372.0,6394.0,2333.0
3155,7.0,317.0,918.0,677.0,4560.0,2843.0
1054,6.9,551.0,613.0,548.0,6304.0,3182.0
3452,6.8,689.0,1310.0,1104.0,6382.0,4154.0
5913,6.8,7523.666666666667,7760.0,7759.666666666667,3028.0,6081.666666666667
5316,6.8,6309.5,7328.0,7105.0,2553.0,5239.0
6633,6.8,426.0,1067.0,836.0,5565.0,2805.0
7232,6.8,1191.3333333333333,1875.3333333333333,1565.6666666666667,4849.333333333333,3005.3333333333335
16051,6.8,4492.666666666667,4885.0,4479.0,3973.0,4065.6666666666665
14713,6.8,6688.0,6352.666666666667,6548.333333333333,3753.5,5177.0
3454,6.7,2162.0,3243.0,2964.0,4089.0,4116.0
3241,6.7,5386.0,6156.0,6042.5,3986.0,4776.0
7336,6.7,545.0,746.0,696.0,6066.0,2528.0
16066,6.7,2230.5,2062.0,1882.0,4885.5,2535.0
6534,6.6,6344.0,6503.5,6537.5,3199.0,5148.0
7340,6.6,175.0,454.0,374.0,6837.0,1919.0
9761,6.6,6288.25,6065.5,6197.75,3932.5,4547.5
14511,6.6,5310.0,5095.0,5224.0,4445.0,5472.0
3358,6.5,1732.0,2307.0,2105.0,3850.0,4220.0
5158,6.5,4251.0,6243.0,5825.0,2946.0,4824.0
6532,6.5,6842.0,6585.0,6743.0,2576.0,5939.0
6431,6.5,509.0,982.0,772.0,6027.0,3952.0
7315,6.5,6843.2,7082.0,7159.4,3336.0,5267.333333333333
14612,6.5,6396.666666666667,6349.0,6552.0,3623.0,5567.666666666667
1061,6.4,8156.0,7648.0,8091.0,4510.0,4265.0
3402,6.4,3373.0,3349.0,3220.0,4889.0,3906.0
5978,6.4,4187.0,5485.333333333333,5101.333333333333,3155.0,4233.5
5113,6.4,6772.5,7349.5,7197.5,2663.0,6131.333333333333
6611,6.4,6652.0,6472.0,6569.0,3615.0,5722.5
7138,6.4,5906.0,6007.5,6164.5,2918.0,5305.5
12065,6.4,148.0,243.0,173.0,4178.0,2512.0
5515,6.3,5712.5,6145.5,5943.5,3384.0,5800.5
5362,6.3,4129.0,4364.0,4086.0,3585.0,4890.0
5315,6.3,6837.75,7310.25,7239.5,2666.0,5943.25
6414,6.3,7468.666666666667,7699.666666666667,7701.333333333333,2938.0,5276.0
9162,6.3,6598.4,6832.6,6828.2,4216.0,5424.75
1003,6.2,4185.0,4688.5,4962.0,4589.0,4231.0
3153,6.2,733.5,776.0,686.5,6318.5,2035.5
5334,6.2,3920.3333333333335,3678.0,3611.6666666666665,5247.5,4013.6666666666665
6435,6.2,2688.5,3459.0,3255.0,4732.0,4402.0
6533,6.2,5925.0,5373.0,5582.0,3250.0,4638.0
7312,6.2,5059.0,5029.0,5192.0,3483.0,4303.0
7314,6.2,6570.0,6556.666666666667,6676.0,3640.0,5313.0
7132,6.2,224.0,756.0,570.0,4966.0,2075.0
12072,6.2,2519.0,3451.0,3288.0,3747.0,5495.0
3404,6.1,5238.5,6286.5,6029.5,3532.0,5069.5
3101,6.1,4887.0,5233.0,5209.0,4459.0,4469.5
6433,6.1,4621.0,5022.0,4963.0,3207.0,4583.5
7317,6.1,5632.0,3580.0,4562.0,4751.0,4164.0
7111,6.1,7703.5,7765.5,7849.5,2300.0,4933.0
12069,6.0,244.0,563.0,478.0,4051.0,3715.0
12054,6.0,5547.75,5229.75,5430.75,4039.0,5024.25
12067,6.0,1547.0,1437.0,1414.0,4794.0,4160.0
3352,5.9,1844.0,1883.0,1751.0,5137.0,3318.0
5117,5.9,4229.0,6024.0,5520.0,2927.0,5967.0
6412,5.9,7732.0,7904.333333333333,7944.666666666667,2629.5,5378.666666666667
6635,5.9,516.5,750.5,603.5,5446.5,3006.5
9565,5.9,5617.0,4972.0,5204.0,3611.0,4500.0
9663,5.9,8527.0,6752.0,8079.0,3395.0,5230.5
9564,5.9,7412.333333333333,7467.333333333333,7572.0,2948.0,5654.0
4012,5.8,6810.0,6267.5,6736.5,3721.0,4809.0
3103,5.8,5824.5,5759.5,5832.5,3812.0,4173.0
3355,5.8,3493.0,3559.0,3397.0,4163.0,3444.0
5711,5.8,6779.5,6341.0,6569.0,3455.0,5881.5
5554,5.8,4092.0,4383.0,4229.0,3391.0,5660.0
5112,5.8,6381.666666666667,7307.666666666667,7192.666666666667,2748.0,5668.666666666667
13003,5.8,6305.75,4823.5,5426.5,3744.5,5239.0
12064,5.8,654.0,1169.0,1029.0,4632.0,4401.0
12068,5.8,5311.0,4247.0,5075.0,3116.0,4110.0
16076,5.8,3291.0,3018.0,2739.0,3820.0,3582.0
14730,5.8,500.0,1071.0,916.0,4967.0,2739.0
1057,5.7,354.0,1379.0,1116.0,5125.0,3296.0
3354,5.7,1456.0,1517.0,1446.0,4531.0,3400.0
6631,5.7,4721.333333333333,4484.333333333333,4553.666666666667,5571.5,4058.0
9780,5.7,3972.0,1076.0,2469.0,7473.0,1223.0
9662,5.7,6370.0,5925.0,6196.0,3299.0,4449.0
15002,5.7,5934.666666666667,5816.666666666667,5861.0,4019.0,4818.0
14627,5.7,1405.0,2316.0,2116.0,5121.0,3675.0
5114,5.6,6057.0,6802.0,6755.0,3301.0,3353.0
12052,5.6,5027.0,4718.5,4940.5,4622.0,5136.5
15090,5.6,1736.0,1837.0,1704.0,4497.0,3747.0
16074,5.6,178.0,525.0,341.0,4663.0,2459.0
5974,5.5,3521.5,2385.0,2552.5,3900.0,4614.5
5111,5.5,6357.5,7134.5,6967.0,3123.0,5880.5
6437,5.5,3067.0,3605.0,3475.0,3494.0,4244.0
15084,5.5,5376.0,3704.0,4377.0,3844.0,3852.0
16065,5.5,144.0,508.0,299.0,5918.0,2119.0
16052,5.5,3801.0,3585.0,3174.0,3742.0,3985.0
14523,5.5,4362.0,2831.6666666666665,3511.0,4355.0,3139.3333333333335
3257,5.4,1855.0,2950.0,2646.0,3862.0,3963.0
3359,5.4,1889.0,2505.0,2282.0,4105.0,3339.0
6434,5.4,396.0,668.0,528.0,7054.0,1651.0
7140,5.4,369.0,583.0,493.0,6857.0,2424.0
12051,5.4,4646.5,4198.0,4543.5,4190.0,4853.0
15082,5.4,1972.5,2141.5,1968.5,4257.0,4051.5
16053,5.4,2007.0,3658.0,3052.0,3837.0,3893.0
5512,5.3,5235.0,6062.0,5822.0,2621.0,5913.0
5170,5.3,4470.0,5069.0,4781.0,3356.0,5003.0
6632,5.3,2943.0,2286.0,2410.5,4601.0,4760.0
7319,5.3,6795.0,6294.0,6678.0,3115.0,5557.0
7334,5.2,3299.0,3948.0,3934.0,3816.0,4450.0
7134,5.2,178.0,422.0,355.0,6908.0,1779.0
7211,5.2,6096.5,5814.0,5962.5,3079.0,4836.0
12063,5.2,1472.0,1927.0,1857.0,4309.0,4522.0
15003,5.2,6334.0,6083.666666666667,6202.666666666667,3837.0,5288.666666666667
15088,5.2,2022.0,2456.0,2132.0,4274.0,3862.0
12061,5.1,3395.5,2507.0,2725.0,4319.0,4114.0
12062,5.1,1891.0,2112.0,2085.0,4231.0,4737.0
13075,5.0,663.0,620.0,526.0,4569.0,4146.0
12073,5.0,1615.0,1104.0,1146.0,4542.0,3827.0
14522,5.0,3802.0,3180.0,3480.5,7265.0,3069.0
14625,5.0,4576.0,3005.0,3316.0,4600.0,3943.0
6411,4.9,6369.0,6899.5,6794.5,2969.0,5316.0
14521,4.8,7008.0,4114.0,5323.0,6527.666666666667,2617.0
14626,4.8,3822.3333333333335,3016.0,3461.6666666666665,4707.0,4184.0
9775,4.7,6169.0,6859.0,6750.0,3196.0,4657.0
15085,4.7,1551.0,1339.75,1253.75,5647.25,3175.3333333333335
8315,4.6,2087.0,2171.0,39.0,6394.5,2656.0
9188,4.6,1069.0,702.0,719.0,6009.0,2744.0
13072,4.6,1372.3333333333333,1223.6666666666667,1122.6666666666667,4701.333333333333,3761.6666666666665
15091,4.6,4983.5,4217.0,4517.0,4341.0,4683.0
12071,4.5,2209.0,1278.0,1411.0,4315.0,5005.0
9189,4.4,3782.0,3859.0,4063.0,3898.0,3700.0
15081,4.4,1231.0,654.0,544.0,3082.0,2922.0
13076,4.3,671.0,558.0,506.0,4319.0,4659.0
13073,4.3,2369.6666666666665,1515.3333333333333,1759.0,5231.0,3782.6666666666665
12053,4.3,5058.0,4878.0,5084.0,4669.0,5366.5
12070,4.2,925.0,1211.0,1138.0,4916.0,4201.0
16064,4.2,5657.5,4413.0,4614.0,3814.0,4523.5
8415,4.1,5383.666666666667,4833.666666666667,546.0,5666.5,3277.5
13071,4.0,3185.5,2579.0,2675.5,5161.0,4421.5
