CountyID,DiseaseR,NO,NO2,PM1
16072,8.7,7.0,21.0,275.0
16073,8.3,747.0,538.0,1456.0
8128,8.0,701.0,511.0,1559.0
6413,7.9,4617.0,4931.0,3215.0
1001,7.7,5491.0,3638.0,2488.0
3405,7.7,114.0,271.0,1542.0
16062,7.7,835.0,874.0,1674.0
16054,7.5,2117.0,1384.5,1076.0
3453,7.4,248.0,415.0,2526.0
5162,7.4,674.0,1344.0,3255.0
3102,7.3,314.0,527.0,1707.0
6636,7.3,13.0,67.0,1105.0
5124,7.2,3991.5,4394.5,2692.0
5116,7.2,2413.5,2665.5,2838.0
5122,7.2,3481.5,3490.0,2554.5
10044,7.2,665.3333333333334,818.3333333333334,1625.0
16077,7.2,741.0,903.0,1715.0
3360,7.1,9.0,91.0,1060.0
5970,7.1,34.0,80.0,791.0
5954,7.1,936.0,1145.0,1759.0
12060,7.1,3756.5,1691.5,2870.0
3155,7.0,30.0,90.0,1106.0
1054,6.9,14.0,76.0,980.0
5513,6.9,3955.0,4497.0,4881.0
3452,6.8,29.0,179.0,1804.0
5913,6.8,4102.0,4697.666666666667,3272.0
5316,6.8,3506.0,4115.0,2495.0
6633,6.8,15.0,199.0,971.0
7232,6.8,282.3333333333333,387.3333333333333,1287.3333333333333
16051,6.8,2079.0,2002.6666666666667,1866.0
14713,6.8,4152.666666666667,3508.3333333333335,2577.3333333333335
3454,6.7,252.0,536.0,2151.0
3241,6.7,3029.0,3309.5,2432.0
6531,6.7,7007.0,6014.0,3553.0
7336,6.7,15.0,110.0,1022.0
9461,6.7,2006.0,1970.0,2528.0
16066,6.7,554.0,515.0,871.0
6534,6.6,3206.5,3102.5,2566.5
7340,6.6,13.0,44.0,707.0
9761,6.6,2596.25,2939.0,2251.5
10041,6.6,2190.6,2028.6,2012.0
14511,6.6,2789.0,2506.0,2452.0
3358,6.5,279.0,299.0,2150.0
5158,6.5,1224.0,2593.0,2197.0
6532,6.5,3208.0,2742.0,3238.0
6431,6.5,48.0,91.0,1688.0
7315,6.5,4100.2,4420.6,2918.0
14612,6.5,3648.0,3085.0,2544.6666666666665
1061,6.4,6208.0,4413.0,2139.0
3402,6.4,382.0,653.0,1897.0
5978,6.4,1086.0,1853.6666666666667,1916.0
5113,6.4,3075.5,4029.0,3365.6666666666665
5314,6.4,1593.0,2664.0,2311.0
6611,6.4,3320.5,3234.5,3227.5
7138,6.4,2194.5,2187.5,3146.5
12065,6.4,3.0,3.0,1101.0
5515,6.3,3007.0,3120.0,2901.0
5362,6.3,1006.0,1538.0,2244.0
5315,6.3,3988.0,4727.75,3152.0
6414,6.3,5166.333333333333,5181.333333333333,2442.0
9162,6.3,3967.4,4361.8,2879.0
1003,6.2,1637.5,1450.0,1731.0
3153,6.2,53.5,103.5,678.0
5166,6.2,1831.0,1635.0,2621.0
5334,6.2,2143.6666666666665,2132.6666666666665,1775.3333333333333
6435,6.2,759.0,1369.5,1788.0
6533,6.2,2238.0,1809.0,2474.0
7312,6.2,1127.0,1354.0,1959.0
7314,6.2,3506.0,3829.6666666666665,3319.0
7132,6.2,27.0,85.0,678.0
12072,6.2,429.0,641.0,3220.0
3404,6.1,3332.0,3324.5,2675.5
3101,6.1,2996.0,2331.5,2235.0
6433,6.1,1484.0,1924.5,2087.5
7317,6.1,819.0,526.0,1882.0
7111,6.1,4241.0,4690.5,2573.0
9261,6.1,2395.0,2594.0,2360.0
8226,6.0,532.0,951.0,1820.0
12069,6.0,0.0,29.0,1745.0
12054,6.0,2719.25,2317.75,2636.25
12067,6.0,123.0,141.0,2123.0
1060,5.9,6316.0,5589.5,4524.0
1002,5.9,6792.0,5494.0,3160.0
3352,5.9,129.0,272.0,1584.0
5117,5.9,1267.0,2594.0,3567.0
6412,5.9,3772.6666666666665,4906.0,3102.0
6635,5.9,23.0,132.0,1340.5
9565,5.9,1457.0,1604.0,2231.0
9663,5.9,5201.0,3539.5,3137.0
9564,5.9,3466.3333333333335,3975.3333333333335,3383.0
4012,5.8,3596.5,2603.0,2591.5
3103,5.8,2532.5,2295.5,1924.5
3355,5.8,478.0,739.0,1486.0
5711,5.8,3012.5,2679.5,3084.0
5554,5.8,857.0,1385.0,2654.0
5112,5.8,2235.6666666666665,3695.3333333333335,2887.6666666666665
13003,5.8,2818.25,2067.5,2600.75
12064,5.8,51.0,97.0,2366.0
12068,5.8,2747.0,815.0,2048.0
16076,5.8,852.0,804.0,1554.0
14730,5.8,9.0,146.0,1061.0
1057,5.7,56.0,171.0,1467.0
3354,5.7,66.0,152.0,1565.0
6631,5.7,2416.0,2243.0,1905.3333333333333
8222,5.7,3650.5,4280.0,2430.0
8231,5.7,2285.0,2215.0,2225.0
9780,5.7,1171.0,37.0,340.0
9662,5.7,1607.0,1710.0,1898.0
15002,5.7,2965.0,2924.3333333333335,2501.5
14627,5.7,174.0,579.0,1531.0
5114,5.6,1963.0,3334.0,1682.0
12052,5.6,2430.5,1700.0,2752.5
15090,5.6,140.0,232.0,1833.0
16074,5.6,12.0,63.0,745.0
5974,5.5,579.5,496.5,2237.5
5111,5.5,4055.5,4923.5,3166.5
6437,5.5,1018.0,745.0,1959.0
9362,5.5,5948.0,5267.0,2494.0
15084,5.5,1665.0,641.0,1756.0
16065,5.5,4.0,31.0,776.0
16052,5.5,813.0,782.0,1814.0
14523,5.5,1643.0,730.0,1243.6666666666667
3257,5.4,298.0,426.0,1869.0
3359,5.4,255.0,498.0,1588.0
5119,5.4,6381.0,6414.0,4374.0
6434,5.4,6.0,63.0,485.0
7140,5.4,0.0,43.0,769.0
8121,5.4,4768.5,4656.0,2475.0
12051,5.4,1829.0,1321.0,2582.0
15082,5.4,312.5,440.0,2097.5
16053,5.4,750.0,842.0,1592.0
3357,5.3,636.0,1009.0,2791.0
5512,5.3,1448.0,2396.0,3129.0
5170,5.3,1082.0,1928.0,2371.0
6632,5.3,383.0,367.0,2410.0
7319,5.3,1950.0,2553.0,3262.0
8118,5.3,4092.0,4492.5,1857.0
8221,5.3,1724.0,1995.0,1825.0
5562,5.2,1898.0,2600.3333333333335,2670.6666666666665
7334,5.2,811.0,1169.0,2375.0
7134,5.2,13.0,58.0,577.0
7211,5.2,2548.0,2186.5,2520.0
12063,5.2,170.0,251.0,2281.0
15003,5.2,2686.3333333333335,2581.6666666666665,2914.3333333333335
15088,5.2,276.0,444.0,1917.0
15001,5.2,1691.0,880.0,2251.0
12061,5.1,584.5,596.5,1985.5
12062,5.1,326.0,409.0,2571.0
9171,5.0,1880.0,1573.0,2049.0
9462,5.0,3834.0,2835.0,2654.0
13075,5.0,9.0,10.0,2104.0
12073,5.0,120.0,114.0,1831.0
14522,5.0,1282.0,850.0,1063.0
14625,5.0,570.0,568.0,1708.0
6411,4.9,3493.0,3839.5,2763.0
8311,4.9,3913.0,3737.0,1619.0
8212,4.8,3269.5,3409.5,2248.0
8115,4.8,3275.5,3096.5,1446.0
9273,4.8,2318.0,1311.0,2316.0
9161,4.8,1910.0,2151.0,2455.0
9477,4.8,1383.0,1364.0,2009.0
14521,4.8,1761.0,1140.0,900.0
14626,4.8,1809.6666666666667,719.0,1976.0
14524,4.8,2305.5,1682.5,2036.0
8211,4.7,900.0,1020.0,1608.0
9775,4.7,2440.0,3230.0,2187.0
15085,4.7,186.25,233.25,1469.3333333333333
8315,4.6,475.0,668.5,1054.5
8111,4.6,6265.75,6503.0,2220.0
8336,4.6,524.0,1029.0,1849.0
8335,4.6,888.0,1579.0,1916.0
9188,4.6,75.0,182.0,1202.0
9561,4.6,4303.0,3685.0,2646.0
13072,4.6,68.66666666666667,125.0,1812.0
15091,4.6,2518.5,1695.5,2513.0
16055,4.6,1628.0,1440.0,1623.5
8435,4.5,1095.0,1795.0,1666.0
8326,4.5,846.0,586.0,1576.0
9262,4.5,4116.0,3562.0,2466.0
12071,4.5,122.0,131.0,2631.0
15089,4.5,2633.5,1803.0,2581.0
8421,4.4,1683.0,2531.0,2452.0
9776,4.4,1787.0,2003.0,1830.0
9189,4.4,1464.0,1103.0,1548.0
15081,4.4,11.0,76.0,1328.0
8116,4.3,2395.0,2696.0,2681.0
8317,4.3,1351.0,2125.0,2372.0
9187,4.3,4966.0,4193.0,2385.0
13076,4.3,12.0,5.0,2273.0
13073,4.3,661.0,362.0,1683.3333333333333
12053,4.3,2649.0,1973.5,2875.0
8416,4.2,4379.0,3780.5,1372.0
12070,4.2,46.0,112.0,2004.0
16064,4.2,2439.0,1643.5,2367.5
8136,4.1,1316.0,1511.0,1795.0
8415,4.1,3325.0,3258.6666666666665,1352.5
13071,4.0,676.0,529.0,1997.5
8426,3.7,1028.0,1036.0,1733.0
8127,3.0,1287.0,1254.0,2053.0
